IdExtraccion|Tema|NombreExtraccion|IdExtraccionMaestra|IndRegulatorio|DatoObligatorio|PLDataFactory|ValorDeltaInicial|ValorDeltaFinal|tipo_liqui|estado_deltas|EstadoPipeline|Descripcion|Ejecucion|FechaInicioEjecucion|Estado
354|InformacionTransaccionesMEM|Multifuente_17_196649_u|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
380|InformacionTransaccionesMEM|Multifuente_17_196649_x|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
389|InformacionTransaccionesMEM|Multifuente_17_196649_k|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
395|InformacionTransaccionesMEM|Multifuente_17_196649_o|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
400|InformacionTransaccionesMEM|Multifuente_17_196649_zc|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
412|InformacionTransaccionesMEM|Multifuente_17_196649_e|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
416|InformacionTransaccionesMEM|Multifuente_17_196649_g|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
431|InformacionTransaccionesMEM|Multifuente_17_196649_v|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
433|InformacionTransaccionesMEM|Multifuente_17_196649_i|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
435|InformacionTransaccionesMEM|Multifuente_17_196649_l|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
450|InformacionTransaccionesMEM|Multifuente_17_196649_c|624.0|true|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
452|InformacionTransaccionesMEM|Multifuente_17_196649_d|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
453|InformacionTransaccionesMEM|Multifuente_17_196649_m|624.0|true|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
454|InformacionTransaccionesMEM|Multifuente_17_196649_w|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
455|InformacionTransaccionesMEM|Multifuente_17_196646_a|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
539|InformacionTransaccionesMEM|Multifuente_17_196649_sc|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
571|InformacionTransaccionesMEM|Multifuente_17_196649_stn|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
578|InformacionTransaccionesMEM|Multifuente_17_196649_st|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
586|InformacionTransaccionesMEM|Multifuente_17_196649_z|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
724|InformacionTransaccionesMEM|Multifuente_17_196649_j|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
725|InformacionTransaccionesMEM|Multifuente_17_196649_j1|624.0|false|false|PL_SIMEM_Maestras_Liquidacion_Diaria|2024-08-28|2024-08-30|Liquidacion|Deltas OK!|Finalizado||||Finalizado
157|InfoGeneracionSeguridadyRestricciones|11.2_PronosticoDemandaHorariaMensual||false|true|PL_InfoGeneracionSeguridadyRestricciones_11_2_pronosticodemanda_horaria_mensual|2024-08-01|2024-08-31||Deltas OK!|Finalizado|||2024-08-05T23:01:02.427Z|Finalizado
164|InformacionOperativaPeriodicaSIN|10_PronosticoDemandaCNDAreaHorariaMensual||true|true|PL_InformacionOperativaPeriodicaSIN_10_PronosticoDemandaCNDAreaHorariaMensual|2024-09-01|2024-09-30||Deltas OK!|Finalizado|||2024-09-01T17:02:28.457Z|Finalizado
165|InformacionOperativaPeriodicaSIN|10_PronosticoDemandaCNDSubAreaHorariaMensual||true|true|PL_InformacionOperativaPeriodicaSIN_10_PronosticoDemandaCNDSubAreaHorariaMensual|2024-09-01|2024-09-30||Deltas OK!|Finalizado|||2024-09-01T17:02:13.927Z|Finalizado
167|InformacionOperativaPeriodicaSIN|10_PronosticoDemandaCNDMCHorariaMensual||true|true|PL_InformacionOperativaPeriodicaSIN_10_PronosticoDemandaCNDMCHorariaMensual|2024-09-01|2024-09-30||Deltas OK!|Finalizado|||2024-09-01T17:02:52.733Z|Finalizado
171|InformacionOperativaPeriodicaSIN|10_PronosticoDemandaOfiAreaHorariaMensual||true|true|PL_SIMEM_InformacionOperativaPeriodicaSIN_10_PronosticoDemandaOfiAreaHorariaMensual|2024-09-01|2024-09-30||Deltas OK!|Finalizado|||2024-09-01T17:02:37.160Z|Finalizado
178|InformacionOperativaPeriodicaSIN|10_PronosticoDemandaOfiSubAreaHorariaMensual||true|true|PL_InformacionOperativaPeriodicaSIN_10_PronosticoDemandaOfiSubAreaHorariaMensual|2024-09-01|2024-09-30||Deltas OK!|Finalizado|||2024-09-01T17:03:01.240Z|Finalizado
179|InformacionOperativaPeriodicaSIN|10_PronosticoDemandaOfiMCHorariaMensual||true|true|PL_InformacionOperativaPeriodicaSIN_10_PronosticoDemandaOfiMCHorariaMensual|2024-09-01|2024-09-30||Deltas OK!|Finalizado|||2024-09-01T17:02:31.957Z|Finalizado
182|EstadisticasCttos|27_29_31_TablaMaestraInformacionCttosLiquidada||true|true|PL_SIMEM_EstadisticasCttos_27_29_31_TablaMaestraInformacionCttosLiquidada|2024-08-01|2024-08-31||Deltas OK!|Finalizado|||2024-08-05T02:05:40.547Z|Finalizado
183|EstadisticasCttos|27_TablaMaestraCttosSICEP||true|true|PL_SIMEM_EstadisticasCttos_27_TablaMaestraCttosSICEP|2024-01-01|2024-12-31||Deltas OK!|||||Sin procesar
206|EstadisticasCttos|Multifuente_27_29_31||true|true|PL_EstadisticasCttos_Multifuente_27_29_31|2024-10-01|2029-09-30||Deltas OK!|Finalizado|||2024-09-01T02:06:24.940Z|Finalizado
207|EstadisticasCttos|27_29_31_DemandaUPME||true|true|PL_EstadisticasCttos_27_29_31_DemandaUPME|2024-10-01|2029-09-30||Deltas OK!|Finalizado|||2024-09-01T03:01:32.920Z|Finalizado
218|InformacionOperativaPeriodicaSIN|10_MinimoOperativoInvierno||true|true|PL_InformacionOperativaPeriodicaSIN_10_MinimoOperativoInvierno|2025-05-01|2027-04-30||Deltas OK!|Finalizado|||2024-04-30T09:12:44.100Z|Finalizado
220|InformacionOperativaPeriodicaSIN|10_MinimoOperativoVerano||true|true|PL_InformacionOperativaPeriodicaSIN_10_MinimoOperativoVerano|2024-12-01|2026-11-30||Deltas OK!|||||Sin procesar
265|InfoGeneracionSeguridadyRestricciones|11.1_CostoUnitarioReconciliacionPositiva||true|true|PL_InfoGeneracionSeguridadyRestricciones_11_1_CostoUnitariodeReconciliacionPositiva|2024-08-01|2024-08-31||Deltas OK!|Finalizado|||2024-08-12T13:01:06.843Z|Finalizado
269|InfoComponentesTarifariosUR|19_ComponenteTtarifa||true|true|PL_InfoComponentesTarifariosUR_19_ComponenteTtarifa|2024-03-01|2024-08-31||Deltas OK!|Finalizado|||2024-08-06T07:02:59.520Z|Finalizado
272|InformacionAnillosdeSeguridadCxC|15_CantidadesPreciosMercadoSecundario||true|true|PL_InformacionAnillosdeSeguridadCxC_15_CantidadesPreciosMercadoSecundario|2024-09-03|2100-09-02||Deltas OK!|Finalizado|||2024-09-02T02:09:24.057Z|Finalizado
273|InformacionAnillosdeSeguridadCxC|15_CantidadesPreciosContratosDDV||true|true|PL_InformacionAnillosdeSeguridadCxC_15_CantidadesPreciosContratosDDV|2024-09-02|2100-09-01||Deltas OK!|Finalizado|||2024-09-02T02:09:05.337Z|Finalizado
274|InfoCargoPorConfiabilidad|12_CEEyCERE||true|true|PL_SIMEM_InfoCargoPorConfiabilidad_12_CEEyCERE|2024-08-01|2024-09-30||Deltas OK!|Finalizado|||2024-08-10T16:01:16.723Z|Finalizado
276|InformacionAnillosdeSeguridadCxC|15_OEFDiariaRecurso||false|true|PL_SIMEM_ InformacionAnillosdeSeguridadCxC_15_OEFDiariaRecurso|2024-09-03|2100-09-02||Deltas OK!|Finalizado|||2024-09-02T02:09:17.850Z|Finalizado
277|InformacionFinancieraMEM|33.1_CROMPatrimonio||false|true|PL_InformacionFinancieraMEM_33_1_CROMPatrimonio|2024-09-01|2029-10-31||Deltas OK!|Finalizado|||2024-09-01T08:01:43.277Z|Finalizado
308|InformacionLimitaciondeSuministro|34_LimitacionSuministroBolsaRes0012003||true|false|PL_SIMEM_InformacionLimitaciondeSuministro_34_LimitacionSuministroBolsaRes0012003|2024-06-22|2024-09-02||Deltas OK!|Finalizado|||2024-09-02T06:02:24.580Z|Finalizado
309|InformacionLimitaciondeSuministro|34_LimitacionSuministroUsuariosFinalesRes1161998||true|false|PL_SIMEM_InformacionLimitaciondeSuministro_34_LimitacionSuministroUsuariosFinalesRes1161998|2024-06-22|2024-09-02||Deltas OK!|Finalizado|||2024-09-02T06:03:06.300Z|Finalizado
310|InformacionLimitaciondeSuministro|34_LimitacionSuministroRes1562011||true|false|PL_SIMEM_InformacionLimitaciondeSuministro_34_LimitacionSuministroRes1562011|2024-06-22|2024-09-02||Deltas OK!|Finalizado|||2024-09-02T06:02:34.690Z|Finalizado
312|InformacionOperativaPeriodicaSIN|10_CondiciondelSistemaEstatutoDesabastecimientoSemanal||true|true|PL_SIMEM_InformacionOperativaPeriodicaSIN_10_CondiciondelSistemaEstatutoDesabastecimientoSemanal|2024-09-02|2024-09-02||Deltas OK!|Finalizado|||2024-09-01T18:01:11.083Z|Finalizado
316|InformacionOperativaPeriodicaSIN|10_DespachoProgramadoRecursos||true|true|PL_SIMEM_InformacionOperativaPeriodicaSIN_10_DespachoProgramadoRecursos|2024-09-02|2024-09-02||Deltas OK!|Finalizado|||2024-09-01T15:01:00.970Z|Finalizado
320|InformacionOperativaPeriodicaSIN|10_ResumenInformacionOperativaGeneracion||true|true|PL_InformacionOperativaPeriodicaSIN_10_ResumenInformacionOperativaGeneracion|2024-09-01|2024-09-01||Problemas con deltas, se tienen 2024-09-01 y 2024-09-01, deberian ser 2024-09-02 y 2024-09-02 respectivamente.|Error|Lectura dataframe - Error de valor - No se encontraron datos en la zona raw||2024-09-02T06:03:10.420Z|Fallido
321|InformacionOperativaPeriodicaSIN|10_ResumenInformacionOperativaLineasSTN||false|false|PL_InformacionOperativaPeriodicaSIN_10_ResumenInformacionOperativaLineasSTN|2024-09-01|2024-09-01||Deltas OK!|Finalizado|||2024-09-01T18:01:31.963Z|Finalizado
322|InformacionOperativaPeriodicaSIN|10_ResumenInformacionOperativaActivosSTN||false|false|PL_InformacionOperativaPeriodicaSIN_10_ResumenInformacionOperativaActivosSTN|2024-09-01|2024-09-01||Deltas OK!|Finalizado|||2024-09-01T18:01:46.583Z|Finalizado
323|InformacionOperativaPeriodicaSIN|10_InformeDiarioOperacionGeneracion||true|true|PL_InformacionOperativaPeriodicaSIN_10_InformeDiarioOperacionGeneracion|2024-08-31|2024-08-31||Deltas OK!|Finalizado|||2024-09-01T07:03:19.497Z|Finalizado
325|InformacionOperativaPeriodicaSIN|10_InformeDiarioOperacionDispReal||true|true|PL_InformacionOperativaPeriodicaSIN_10_InformeDiarioOperacionDispReal|2024-09-01|2024-09-01||Deltas OK!|Finalizado|||2024-09-01T07:04:02.217Z|Finalizado
326|InformacionOperativaPeriodicaSIN|10_InformeDiarioOperacionDNA||false|false|PL_InformacionOperativaPeriodicaSIN_10_InformeDiarioOperacionDNA|2024-08-27|2024-09-01||Deltas OK!|Finalizado|||2024-09-01T07:02:33.733Z|Finalizado
327|InformacionOperativaPeriodicaSIN|10_InformeDiarioOperacionTension||false|false|PL_InformacionOperativaPeriodicaSIN_10_InformeDiarioOperacionTension|2024-09-01|2024-09-01||Deltas OK!|Finalizado|||2024-09-01T07:03:27.770Z|Finalizado
329|InformacionOperativaPeriodicaSIN|10_InformeDiarioOperacionFrecuencia||false|false|PL_InformacionOperativaPeriodicaSIN_10_InformeDiarioOperacionFrecuencia|2024-09-01|2024-09-01||Deltas OK!|Finalizado|||2024-09-01T07:02:38.027Z|Finalizado
330|InformacionOperativaPeriodicaSIN|10_InformeDiarioOperacionEDAC||false|false|PL_SIMEM_InformacionOperativaPeriodicaSIN_10_InformeDiarioOperacionEDAC|2024-09-02|2024-09-02||Deltas OK!|Finalizado|||2024-09-02T06:02:52.707Z|Finalizado
331|InformacionOperativaPeriodicaSIN|10_InformeDiarioOperacionEventosGen||false|false|PL_SIMEM_InformacionOperativaPeriodicaSIN_10_InformeDiarioOperacionEventosGen|2024-09-01|2024-09-01||Deltas OK!|Finalizado|||2024-09-01T07:02:54.573Z|Finalizado
335|InformacionOperativaPeriodicaSIN|10_InformeDiarioOperacionAGC||true|true|PL_SIMEM_InformacionOperativaPeriodicaSIN_10_InformeDiarioOperacionAGC|2024-09-01|2024-09-01||Deltas OK!|Finalizado|||2024-09-01T07:03:50.683Z|Finalizado
336|InformacionOperativaPeriodicaSIN|10_InformeDiarioOperacionCostos||true|true|PL_InformacionOperativaPeriodicaSIN_10_InformeDiarioOperacionCostos|2024-09-02|2024-09-02||Deltas OK!|Finalizado|||2024-09-02T06:02:59.970Z|Finalizado
337|InformacionOperativaPeriodicaSIN|10_InformeDiarioOperacionAportesHidraulicos||true|true|PL_SIMEM_InformacionOperativaPeriodicaSIN_10_InformeDiarioOperacionAportesHidraulicos|2024-09-01|2024-09-01||Deltas OK!|Finalizado|||2024-09-01T07:03:57.060Z|Finalizado
338|InformacionOperativaPeriodicaSIN|10_InformeDiarioOperacionReservasHidraulicos||true|true|PL_InformacionOperativaPeriodicaSIN_10_InformeDiarioOperacionReservasHidraulicos|2024-09-01|2024-09-01||Deltas OK!|Finalizado|||2024-09-01T07:03:05.060Z|Finalizado
339|InformacionOperativaPeriodicaSIN|10_InformeDiarioOperacionVertimientosHidraulicos||true|true|PL_InformacionOperativaPeriodicaSIN_10_InformeDiarioOperacionVertimientosHidraulicos|2024-09-02|2024-09-02||Deltas OK!|Finalizado|||2024-09-02T06:02:28.317Z|Finalizado
355|InformacionAnillosdeSeguridadCxC|15_TRM||true|true|PL_SIMEM_InformacionAnillosdeSeguridadCxC_15_TRM|2024-09-01|2024-09-02||Deltas OK!|Finalizado|||2024-09-02T03:01:53.753Z|Finalizado
356|InformacionOperativaPeriodicaSIN|10_PrecioMarginalDespacho||true|true|PL_InformacionOperativaPeriodicaSIN_10_PrecioMarginalDespacho|2024-09-01|2024-09-01||Deltas OK!|Finalizado|||2024-09-01T17:02:16.950Z|Finalizado
359|InformacionAnillosdeSeguridadCxC|15_EnergiaReferenciaMercadoSecundario||false|true|PL_SIMEM_InformacionAnillosdeSeguridadCxC_15_EnergiaReferenciaMercadoSecundario|2024-09-03|2100-09-03||Deltas OK!|Finalizado|||2024-09-02T02:09:08.740Z|Finalizado
366|InformacionGeneralSIN|9_2_ParametrosTecnicosLineasTrasmision||true|true|PL_SIMEM_InformacionGeneralSIN_9_2_ParametrosTecnicosLineasTrasmision|2024-09-02|2024-09-02||Deltas OK!|Finalizado|||2024-09-01T10:01:42.903Z|Finalizado
367|InformacionGeneralSIN|9.1_ParametrosTecnicosPlantaUnidadHidraulica||true|true|PL_SIMEM_InformacionGeneralSIN_9_1_ParametrosTecnicosPlantaUnidadHidraulica|2024-09-02|2024-09-02||Deltas OK!|Finalizado|||2024-09-01T10:01:45.027Z|Finalizado
373|InformacionGeneralSIN|9.1_ParametrosTecnicosPlantaUnidadTermica||true|true|PL_SIMEM_InformacionGeneralSIN_9_1_ParametrosTecnicosPlantasUnidadesTermicas|2024-09-02|2024-09-02||Deltas OK!|Finalizado|||2024-09-01T10:01:37.700Z|Finalizado
374|InformacionGeneralSIN|9.1_ParametrosTecnicosPlantaUnidadSolar||true|true|PL_SIMEM_InformacionGeneralSIN_9_1_ParametrosTecnicosPlantasUnidadesSolares|2024-09-02|2024-09-02||Deltas OK!|Finalizado|||2024-09-01T10:01:39.720Z|Finalizado
375|InformacionGeneralSIN|9.1_ParametrosTecnicosPlantaUnidadEolica||true|false|PL_SIMEM_InformacionGeneralSIN_9_1_ParametrosTecnicosPlantasUnidadesEolica|2024-09-02|2024-09-02||Deltas OK!|Finalizado|||2024-09-01T10:01:33.487Z|Finalizado
447|InformacionOperativaPeriodicaSIN|Multifuente_B_10_InformeDiarioOperacionTIEProgramadaRealExportacion||true|true|PL_SIMEM_InformacionOperativaPeriodicaSIN_Multi_B_10_InformeDiarioOperacionTIEProgramadaRealExportacion|2024-09-01|2024-09-01||Deltas OK!|Finalizado|||2024-09-01T07:01:44.377Z|Finalizado
448|InformacionOperativaPeriodicaSIN|10_PrecioMarginalesDiarioRedespacho||true|true|PL_InformacionOperativaPeriodicaSIN_10_PrecioMarginalesDiarioRedespacho|2024-09-02|2024-09-02||Deltas OK!|Finalizado|||2024-09-02T06:03:08.190Z|Finalizado
449|InformacionOperativaPeriodicaSIN|10_InformeProgramaRedespachoDiario||true|true|PL_InformacionOperativaPeriodicaSIN_10_InformeProgramaRedespachoDiario|2024-08-28|2024-09-02||Deltas OK!|Finalizado|||2024-09-02T06:02:39.067Z|Finalizado
456|InformacionGeneralSIN|9.1_ListadoAgentesRegistrados||true|true|PL_InformacionGeneralSIN_9_1_ListadoAgentesRegistrados|2024-09-02|2024-09-02||Deltas OK!|Finalizado|||2024-09-01T07:02:49.450Z|Finalizado
457|InfoGeneracionSeguridadyRestricciones|11.4.2_EstadisticasPronosticoDemandaHorariaMensual||true|true|PL_InfoGeneracionSeguridadyRestricciones_11_4_2_EstadisticasPronosticoDemandaHorariaMensual|2024-08-01|2024-08-31||Deltas OK!|Finalizado|||2024-08-05T23:01:09.107Z|Finalizado
460|InfoCargoPorConfiabilidad|12_ENFICC_Verificada||true|true|PL_SIMEM_InfoCargoPorConfiabilidad_12_ENFICC_Verificada|2024-09-01|2024-09-01||Deltas OK!|Finalizado|||2024-09-01T08:01:35.027Z|Finalizado
494|InformacionOperativaPeriodicaSIN|10_Pruebas_Generacion_CP||true|true|PL_SIMEM_InformacionOperativaPeriodicaSIN_10_Pruebas_Generacion_CP|2024-09-09|2024-09-15||Deltas OK!|Finalizado|||2024-09-01T19:01:07.427Z|Finalizado
521|InfoPreciosyCantidadesMercadoNoRegulado|25_27_29_31_DemandaComercializadorRegyNoReg||true|true|PL_SIMEM_InfoPreciosyCantidadesMercadoNoRegulado_25_27_29_31_DemandaComercializadorRegyNoReg|2024-08-01|2024-08-31||Deltas OK!|Finalizado|||2024-08-05T03:01:47.390Z|Finalizado
525|InformacionOperativaPeriodicaSIN|10_Coordinacion_Mantenimientos_Generadores||true|true|PL_SIMEM_InformacionOperativaPeriodicaSIN_10_Coordinacion_Mantenimientos_Generadores|2024-09-09|2024-09-15||Deltas OK!|Finalizado|||2024-09-01T19:01:09.410Z|Finalizado
540|InformacionOperativaPeriodicaSIN|10_Informe_de_Resultados_del_Despacho_Economico||true|true|PL_SIMEM_InformacionOperativaPeriodicaSIN_10_Informe_de_Resultados_del_Despacho_Economico|2024-09-03|2024-09-03||Deltas OK!|Finalizado|||2024-09-01T19:01:20.953Z|Finalizado
590|InformacionOperativaPeriodicaSIN|10_Analisis_Electrico_MP||true|true|PL_SIMEM_InformacionOperativaPeriodicaSIN_10_Analisis_Electrico_MP|2024-07-01|2024-09-30||Deltas OK!|Finalizado|||2024-07-01T08:15:29.580Z|Finalizado
593|InformacionGeneralSIN|9.1_FechaRetiroUnidades||true|true|PL_SIMEM_InformacionGeneralSIN_9_1_FechaRetiroUnidades|2024-09-02|2024-09-02||Deltas OK!|Finalizado|||2024-09-01T23:01:23.803Z|Finalizado
599|InformacionGeneralSIN|9.1_GarantiaRetiroTemporal||true|false|PL_SIMEM_InformacionGeneralSIN_9_1_GarantiaRetiroTemporal|2024-09-02|2024-09-02||Deltas OK!|Finalizado|||2024-09-01T21:01:08.367Z|Finalizado
600|InformacionOperativaPeriodicaSIN|10_Analisis_Electrico_LP||true|true|PL_SIMEM_InformacionOperativaPeriodicaSIN_10_Analisis_Electrico_LP|2024-07-01|2024-12-31||Deltas OK!|Finalizado|||2024-04-02T13:49:15.477Z|Finalizado
608|InformacionOperativaPeriodicaSIN|10_Informe_Operadores_Red||true|true|PL_SIMEM_InformacionOperativaPeriodicaSIN_10_Informe_Operadores_Red|2024-01-01|2024-12-31||Deltas OK!|Finalizado|||2024-04-30T17:37:29.663Z|Finalizado
613|InformacionOperativaPeriodicaSIN|10_Elementos_Recomendaciones_Electricas_Despacho_Economico||true|true|PL_SIMEM_InformacionOperativaPeriodicaSIN_10_Elementos_Recomendaciones_Electricas_Despacho_Economico|2024-09-03|2024-09-03||Deltas OK!|Finalizado|||2024-09-01T22:01:18.540Z|Finalizado
614|InformacionOperativaPeriodicaSIN|10_Mantenimientos_Recomendaciones_Electricas_Despacho_Economico||true|true|PL_SIMEM_InformacionOperativaPeriodicaSIN_10_Mantenimientos_Recomendaciones_Electricas_Despacho_Economico|2024-09-03|2024-09-03||Deltas OK!|Finalizado|||2024-09-01T22:01:21.370Z|Finalizado
615|InformacionOperativaPeriodicaSIN|10_Recomendaciones_Electricas_Despacho_Economico||true|true|PL_SIMEM_InformacionOperativaPeriodicaSIN_10_Recomendaciones_Electricas_Despacho_Economico|2024-09-03|2024-09-03||Deltas OK!|Finalizado|||2024-09-01T22:01:22.790Z|Finalizado
